Name,Type1,Type2
nidoking_51,Poison,Ground
nidoking_52,Poison,Ground
grimer_1,Poison,
grimer_2,Poison,
grimer_3,Poison,
grimer_4,Poison,
grimer_5,Poison,
grimer_6,Poison,
grimer_7,Poison,
grimer_8,Poison,
grimer_9,Poison,
grimer_10,Poison,
grimer_11,Poison,
grimer_12,Poison,
grimer_13,Poison,
grimer_14,Poison,
grimer_15,Poison,
grimer_16,Poison,
grimer_17,Poison,
grimer_18,Poison,
grimer_19,Poison,
grimer_20,Poison,
grimer_21,Poison,
grimer_22,Poison,
grimer_23,Poison,
grimer_24,Poison,
grimer_25,Poison,
grimer_26,Poison,
grimer_27,Poison,
grimer_28,Poison,
grimer_29,Poison,
grimer_30,Poison,
grimer_31,Poison,
grimer_32,Poison,
grimer_33,Poison,
grimer_34,Poison,
grimer_35,Poison,
grimer_36,Poison,
grimer_37,Poison,
grimer_38,Poison,
grimer_39,Poison,
grimer_40,Poison,
grimer_41,Poison,
grimer_42,Poison,
grimer_43,Poison,
grimer_44,Poison,
ekans_1,Poison,
ekans_2,Poison,
ekans_3,Poison,
ekans_4,Poison,
ekans_5,Poison,
ekans_6,Poison,
ekans_7,Poison,
ekans_8,Poison,
ekans_9,Poison,
ekans_10,Poison,
ekans_11,Poison,
ekans_12,Poison,
ekans_13,Poison,
ekans_14,Poison,
ekans_15,Poison,
ekans_16,Poison,
ekans_17,Poison,
ekans_18,Poison,
ekans_19,Poison,
ekans_20,Poison,
ekans_21,Poison,
ekans_22,Poison,
ekans_23,Poison,
ekans_24,Poison,
ekans_25,Poison,
ekans_26,Poison,
ekans_27,Poison,
ekans_28,Poison,
ekans_29,Poison,
ekans_30,Poison,
ekans_31,Poison,
ekans_32,Poison,
ekans_33,Poison,
ekans_34,Poison,
ekans_35,Poison,
ekans_36,Poison,
caterpie_1,Bug,
caterpie_2,Bug,
caterpie_3,Bug,
caterpie_4,Bug,
caterpie_5,Bug,
caterpie_6,Bug,
caterpie_7,Bug,
caterpie_8,Bug,
caterpie_9,Bug,
caterpie_10,Bug,
caterpie_11,Bug,
caterpie_12,Bug,
caterpie_13,Bug,
caterpie_14,Bug,
caterpie_15,Bug,
caterpie_16,Bug,
caterpie_17,Bug,
caterpie_18,Bug,
caterpie_19,Bug,
caterpie_20,Bug,
caterpie_21,Bug,
caterpie_22,Bug,
caterpie_23,Bug,
caterpie_24,Bug,
caterpie_25,Bug,
caterpie_26,Bug,
caterpie_27,Bug,
caterpie_28,Bug,
caterpie_29,Bug,
caterpie_30,Bug,
caterpie_31,Bug,
caterpie_32,Bug,
caterpie_33,Bug,
caterpie_34,Bug,
caterpie_35,Bug,
caterpie_36,Bug,
caterpie_37,Bug,
tangela_1,Grass,
tangela_2,Grass,
tangela_3,Grass,
tangela_4,Grass,
tangela_5,Grass,
tangela_6,Grass,
tangela_7,Grass,
tangela_8,Grass,
tangela_9,Grass,
tangela_10,Grass,
tangela_11,Grass,
tangela_12,Grass,
tangela_13,Grass,
tangela_14,Grass,
tangela_15,Grass,
tangela_16,Grass,
tangela_17,Grass,
tangela_18,Grass,
tangela_19,Grass,
tangela_20,Grass,
tangela_21,Grass,
tangela_22,Grass,
tangela_23,Grass,
tangela_24,Grass,
tangela_25,Grass,
tangela_26,Grass,
tangela_27,Grass,
tangela_28,Grass,
tangela_29,Grass,
tangela_30,Grass,
tangela_31,Grass,
tangela_32,Grass,
tangela_33,Grass,
tangela_34,Grass,
tangela_35,Grass,
tangela_36,Grass,
tangela_37,Grass,
tangela_38,Grass,
tangela_39,Grass,
tangela_40,Grass,
tangela_41,Grass,
tangela_42,Grass,
tangela_43,Grass,
tangela_44,Grass,
tangela_45,Grass,
tangela_46,Grass,
tangela_47,Grass,
tangela_48,Grass,
tangela_49,Grass,
tangela_50,Grass,
tangela_51,Grass,
tangela_52,Grass,
tangela_53,Grass,
kakuna_1,Bug,Poison
kakuna_2,Bug,Poison
kakuna_3,Bug,Poison
kakuna_4,Bug,Poison
kakuna_5,Bug,Poison
kakuna_6,Bug,Poison
kakuna_7,Bug,Poison
kakuna_8,Bug,Poison
kakuna_9,Bug,Poison
kakuna_10,Bug,Poison
kakuna_11,Bug,Poison
kakuna_12,Bug,Poison
kakuna_13,Bug,Poison
kakuna_14,Bug,Poison
kakuna_15,Bug,Poison
kakuna_16,Bug,Poison
kakuna_17,Bug,Poison
kakuna_18,Bug,Poison
kakuna_19,Bug,Poison
kakuna_20,Bug,Poison
kakuna_21,Bug,Poison
kakuna_22,Bug,Poison
kakuna_23,Bug,Poison
kakuna_24,Bug,Poison
kakuna_25,Bug,Poison
kakuna_26,Bug,Poison
kakuna_27,Bug,Poison
kakuna_28,Bug,Poison
kakuna_29,Bug,Poison
kakuna_30,Bug,Poison
kakuna_31,Bug,Poison
kakuna_32,Bug,Poison
kakuna_33,Bug,Poison
kakuna_34,Bug,Poison
kakuna_35,Bug,Poison
kakuna_36,Bug,Poison
kakuna_37,Bug,Poison
kakuna_38,Bug,Poison
kakuna_39,Bug,Poison
kakuna_40,Bug,Poison
kakuna_41,Bug,Poison
kakuna_42,Bug,Poison
kakuna_43,Bug,Poison
kakuna_44,Bug,Poison
kakuna_45,Bug,Poison
kakuna_46,Bug,Poison
kakuna_47,Bug,Poison
golem_1,Rock,Ground
golem_2,Rock,Ground
golem_3,Rock,Ground
golem_4,Rock,Ground
golem_5,Rock,Ground
golem_6,Rock,Ground
golem_7,Rock,Ground
golem_8,Rock,Ground
golem_9,Rock,Ground
golem_10,Rock,Ground
golem_11,Rock,Ground
golem_12,Rock,Ground
golem_13,Rock,Ground
golem_14,Rock,Ground
golem_15,Rock,Ground
golem_16,Rock,Ground
golem_17,Rock,Ground
golem_18,Rock,Ground
golem_19,Rock,Ground
golem_20,Rock,Ground
golem_21,Rock,Ground
golem_22,Rock,Ground
golem_23,Rock,Ground
golem_24,Rock,Ground
golem_25,Rock,Ground
golem_26,Rock,Ground
golem_27,Rock,Ground
golem_28,Rock,Ground
golem_29,Rock,Ground
golem_30,Rock,Ground
golem_31,Rock,Ground
golem_32,Rock,Ground
golem_33,Rock,Ground
golem_34,Rock,Ground
golem_35,Rock,Ground
golem_36,Rock,Ground
golem_37,Rock,Ground
golem_38,Rock,Ground
golem_39,Rock,Ground
golem_40,Rock,Ground
golem_41,Rock,Ground
golem_42,Rock,Ground
golem_43,Rock,Ground
golem_44,Rock,Ground
golem_45,Rock,Ground
golem_46,Rock,Ground
slowbro_1,Water,Psychic
slowbro_2,Water,Psychic
slowbro_3,Water,Psychic
slowbro_4,Water,Psychic
slowbro_5,Water,Psychic
slowbro_6,Water,Psychic
slowbro_7,Water,Psychic
slowbro_8,Water,Psychic
slowbro_9,Water,Psychic
slowbro_10,Water,Psychic
slowbro_11,Water,Psychic
slowbro_12,Water,Psychic
slowbro_13,Water,Psychic
slowbro_14,Water,Psychic
slowbro_15,Water,Psychic
slowbro_16,Water,Psychic
slowbro_17,Water,Psychic
slowbro_18,Water,Psychic
slowbro_19,Water,Psychic
slowbro_20,Water,Psychic
slowbro_21,Water,Psychic
slowbro_22,Water,Psychic
slowbro_23,Water,Psychic
slowbro_24,Water,Psychic
slowbro_25,Water,Psychic
slowbro_26,Water,Psychic
slowbro_27,Water,Psychic
slowbro_28,Water,Psychic
slowbro_29,Water,Psychic
slowbro_30,Water,Psychic
slowbro_31,Water,Psychic
slowbro_32,Water,Psychic
slowbro_33,Water,Psychic
slowbro_34,Water,Psychic
slowbro_35,Water,Psychic
slowbro_36,Water,Psychic
slowbro_37,Water,Psychic
slowbro_38,Water,Psychic
slowbro_39,Water,Psychic
slowbro_40,Water,Psychic
slowbro_41,Water,Psychic
slowbro_42,Water,Psychic
slowbro_43,Water,Psychic
slowbro_44,Water,Psychic
slowbro_45,Water,Psychic
slowbro_46,Water,Psychic
mrmime_1,Psychic,Fairy
mrmime_2,Psychic,Fairy
mrmime_3,Psychic,Fairy
mrmime_4,Psychic,Fairy
mrmime_5,Psychic,Fairy
mrmime_6,Psychic,Fairy
mrmime_7,Psychic,Fairy
mrmime_8,Psychic,Fairy
mrmime_9,Psychic,Fairy
mrmime_10,Psychic,Fairy
mrmime_11,Psychic,Fairy
mrmime_12,Psychic,Fairy
mrmime_13,Psychic,Fairy
mrmime_14,Psychic,Fairy
mrmime_15,Psychic,Fairy
mrmime_16,Psychic,Fairy
mrmime_17,Psychic,Fairy
mrmime_18,Psychic,Fairy
mrmime_19,Psychic,Fairy
mrmime_20,Psychic,Fairy
mrmime_21,Psychic,Fairy
mrmime_22,Psychic,Fairy
mrmime_23,Psychic,Fairy
mrmime_24,Psychic,Fairy
mrmime_25,Psychic,Fairy
mrmime_26,Psychic,Fairy
mrmime_27,Psychic,Fairy
mrmime_28,Psychic,Fairy
mrmime_29,Psychic,Fairy
mrmime_30,Psychic,Fairy
mrmime_31,Psychic,Fairy
mrmime_32,Psychic,Fairy
mrmime_33,Psychic,Fairy
mrmime_34,Psychic,Fairy
mrmime_35,Psychic,Fairy
mrmime_36,Psychic,Fairy
mrmime_37,Psychic,Fairy
mrmime_38,Psychic,Fairy
mrmime_39,Psychic,Fairy
mrmime_40,Psychic,Fairy
mrmime_41,Psychic,Fairy
mrmime_42,Psychic,Fairy
mrmime_43,Psychic,Fairy
mrmime_44,Psychic,Fairy
mrmime_45,Psychic,Fairy
jynx_1,Ice,Psychic
jynx_2,Ice,Psychic
jynx_3,Ice,Psychic
jynx_4,Ice,Psychic
jynx_5,Ice,Psychic
jynx_6,Ice,Psychic
jynx_7,Ice,Psychic
jynx_8,Ice,Psychic
jynx_9,Ice,Psychic
jynx_10,Ice,Psychic
jynx_11,Ice,Psychic
jynx_12,Ice,Psychic
jynx_13,Ice,Psychic
jynx_14,Ice,Psychic
jynx_15,Ice,Psychic
jynx_16,Ice,Psychic
jynx_17,Ice,Psychic
jynx_18,Ice,Psychic
jynx_19,Ice,Psychic
jynx_20,Ice,Psychic
jynx_21,Ice,Psychic
jynx_22,Ice,Psychic
jynx_23,Ice,Psychic
jynx_24,Ice,Psychic
jynx_25,Ice,Psychic
jynx_26,Ice,Psychic
jynx_27,Ice,Psychic
jynx_28,Ice,Psychic
jynx_29,Ice,Psychic
jynx_30,Ice,Psychic
jynx_31,Ice,Psychic
jynx_32,Ice,Psychic
jynx_33,Ice,Psychic
jynx_34,Ice,Psychic
jynx_35,Ice,Psychic
jynx_36,Ice,Psychic
jynx_37,Ice,Psychic
jynx_38,Ice,Psychic
jynx_39,Ice,Psychic
jynx_40,Ice,Psychic
jynx_41,Ice,Psychic
jynx_42,Ice,Psychic
jynx_43,Ice,Psychic
jynx_44,Ice,Psychic
jynx_45,Ice,Psychic
jynx_46,Ice,Psychic
jynx_47,Ice,Psychic
jynx_48,Ice,Psychic
jynx_49,Ice,Psychic
mew_1,Psychic,
mew_2,Psychic,
mew_3,Psychic,
mew_4,Psychic,
mew_5,Psychic,
mew_6,Psychic,
mew_7,Psychic,
mew_8,Psychic,
mew_9,Psychic,
mew_10,Psychic,
mew_11,Psychic,
mew_12,Psychic,
mew_13,Psychic,
mew_14,Psychic,
mew_15,Psychic,
mew_16,Psychic,
mew_17,Psychic,
mew_18,Psychic,
mew_19,Psychic,
mew_20,Psychic,
mew_21,Psychic,
mew_22,Psychic,
mew_23,Psychic,
mew_24,Psychic,
mew_25,Psychic,
mew_26,Psychic,
mew_27,Psychic,
mew_28,Psychic,
mew_29,Psychic,
mew_30,Psychic,
mew_31,Psychic,
mew_32,Psychic,
mew_33,Psychic,
mew_34,Psychic,
mew_35,Psychic,
mew_36,Psychic,
mew_37,Psychic,
mew_38,Psychic,
mew_39,Psychic,
mew_40,Psychic,
mew_41,Psychic,
mew_42,Psychic,
mew_43,Psychic,
mew_44,Psychic,
mew_45,Psychic,
mew_46,Psychic,
mew_47,Psychic,
mew_48,Psychic,
mew_49,Psychic,
mew_50,Psychic,
mew_51,Psychic,
mew_52,Psychic,
mew_53,Psychic,
mew_54,Psychic,
paras_1,Bug,Grass
paras_2,Bug,Grass
paras_3,Bug,Grass
paras_4,Bug,Grass
paras_5,Bug,Grass
paras_6,Bug,Grass
paras_7,Bug,Grass
paras_8,Bug,Grass
paras_9,Bug,Grass
paras_10,Bug,Grass
paras_11,Bug,Grass
paras_12,Bug,Grass
paras_13,Bug,Grass
paras_14,Bug,Grass
paras_15,Bug,Grass
paras_16,Bug,Grass
paras_17,Bug,Grass
paras_18,Bug,Grass
paras_19,Bug,Grass
paras_20,Bug,Grass
paras_21,Bug,Grass
paras_22,Bug,Grass
paras_23,Bug,Grass
paras_24,Bug,Grass
paras_25,Bug,Grass
paras_26,Bug,Grass
paras_27,Bug,Grass
paras_28,Bug,Grass
paras_29,Bug,Grass
paras_30,Bug,Grass
paras_31,Bug,Grass
paras_32,Bug,Grass
paras_33,Bug,Grass
paras_34,Bug,Grass
paras_35,Bug,Grass
paras_36,Bug,Grass
paras_37,Bug,Grass
paras_38,Bug,Grass
paras_39,Bug,Grass
paras_40,Bug,Grass
paras_41,Bug,Grass
paras_42,Bug,Grass
paras_43,Bug,Grass
paras_44,Bug,Grass
paras_45,Bug,Grass
paras_46,Bug,Grass
paras_47,Bug,Grass
hitmonlee_1,Fighting,
hitmonlee_2,Fighting,
hitmonlee_3,Fighting,
hitmonlee_4,Fighting,
hitmonlee_5,Fighting,
hitmonlee_6,Fighting,
hitmonlee_7,Fighting,
hitmonlee_8,Fighting,
hitmonlee_9,Fighting,
hitmonlee_10,Fighting,
hitmonlee_11,Fighting,
hitmonlee_12,Fighting,
hitmonlee_13,Fighting,
hitmonlee_14,Fighting,
hitmonlee_15,Fighting,
hitmonlee_16,Fighting,
hitmonlee_17,Fighting,
hitmonlee_18,Fighting,
hitmonlee_19,Fighting,
hitmonlee_20,Fighting,
hitmonlee_21,Fighting,
hitmonlee_22,Fighting,
hitmonlee_23,Fighting,
hitmonlee_24,Fighting,
hitmonlee_25,Fighting,
hitmonlee_26,Fighting,
hitmonlee_27,Fighting,
hitmonlee_28,Fighting,
hitmonlee_29,Fighting,
hitmonlee_30,Fighting,
hitmonlee_31,Fighting,
hitmonlee_32,Fighting,
hitmonlee_33,Fighting,
hitmonlee_34,Fighting,
hitmonlee_35,Fighting,
hitmonlee_36,Fighting,
hitmonlee_37,Fighting,
hitmonlee_38,Fighting,
hitmonlee_39,Fighting,
hitmonlee_40,Fighting,
hitmonlee_41,Fighting,
hitmonlee_42,Fighting,
hitmonlee_43,Fighting,
hitmonlee_44,Fighting,
hitmonlee_45,Fighting,
hitmonlee_46,Fighting,
hitmonlee_47,Fighting,
hitmonlee_48,Fighting,
exeggcute_1,Grass,Psychic
exeggcute_2,Grass,Psychic
exeggcute_3,Grass,Psychic
exeggcute_4,Grass,Psychic
exeggcute_5,Grass,Psychic
exeggcute_6,Grass,Psychic
exeggcute_7,Grass,Psychic
exeggcute_8,Grass,Psychic
exeggcute_9,Grass,Psychic
exeggcute_10,Grass,Psychic
exeggcute_11,Grass,Psychic
exeggcute_12,Grass,Psychic
exeggcute_13,Grass,Psychic
exeggcute_14,Grass,Psychic
exeggcute_15,Grass,Psychic
exeggcute_16,Grass,Psychic
exeggcute_17,Grass,Psychic
exeggcute_18,Grass,Psychic
exeggcute_19,Grass,Psychic
exeggcute_20,Grass,Psychic
exeggcute_21,Grass,Psychic
exeggcute_22,Grass,Psychic
exeggcute_23,Grass,Psychic
exeggcute_24,Grass,Psychic
exeggcute_25,Grass,Psychic
exeggcute_26,Grass,Psychic
exeggcute_27,Grass,Psychic
exeggcute_28,Grass,Psychic
exeggcute_29,Grass,Psychic
exeggcute_30,Grass,Psychic
exeggcute_31,Grass,Psychic
exeggcute_32,Grass,Psychic
exeggcute_33,Grass,Psychic
exeggcute_34,Grass,Psychic
exeggcute_35,Grass,Psychic
exeggcute_36,Grass,Psychic
exeggcute_37,Grass,Psychic
exeggcute_38,Grass,Psychic
exeggcute_39,Grass,Psychic
exeggcute_40,Grass,Psychic
exeggcute_41,Grass,Psychic
exeggcute_42,Grass,Psychic
exeggcute_43,Grass,Psychic
exeggcute_44,Grass,Psychic
exeggcute_45,Grass,Psychic
exeggcute_46,Grass,Psychic
arbok_1,Poison,
arbok_2,Poison,
arbok_3,Poison,
arbok_4,Poison,
arbok_5,Poison,
arbok_6,Poison,
arbok_7,Poison,
arbok_8,Poison,
arbok_9,Poison,
arbok_10,Poison,
arbok_11,Poison,
arbok_12,Poison,
arbok_13,Poison,
arbok_14,Poison,
arbok_15,Poison,
arbok_16,Poison,
arbok_17,Poison,
arbok_18,Poison,
arbok_19,Poison,
arbok_20,Poison,
arbok_21,Poison,
arbok_22,Poison,
arbok_23,Poison,
arbok_24,Poison,
arbok_25,Poison,
arbok_26,Poison,
arbok_27,Poison,
arbok_28,Poison,
arbok_29,Poison,
arbok_30,Poison,
arbok_31,Poison,
arbok_32,Poison,
arbok_33,Poison,
arbok_34,Poison,
arbok_35,Poison,
arbok_36,Poison,
arbok_37,Poison,
arbok_38,Poison,
arbok_39,Poison,
arbok_40,Poison,
arbok_41,Poison,
venomoth_1,Bug,Poison
venomoth_2,Bug,Poison
venomoth_3,Bug,Poison
venomoth_4,Bug,Poison
venomoth_5,Bug,Poison
venomoth_6,Bug,Poison
venomoth_7,Bug,Poison
venomoth_8,Bug,Poison
venomoth_9,Bug,Poison
venomoth_10,Bug,Poison
venomoth_11,Bug,Poison
venomoth_12,Bug,Poison
venomoth_13,Bug,Poison
venomoth_14,Bug,Poison
venomoth_15,Bug,Poison
venomoth_16,Bug,Poison
venomoth_17,Bug,Poison
venomoth_18,Bug,Poison
venomoth_19,Bug,Poison
venomoth_20,Bug,Poison
venomoth_21,Bug,Poison
venomoth_22,Bug,Poison
venomoth_23,Bug,Poison
venomoth_24,Bug,Poison
venomoth_25,Bug,Poison
venomoth_26,Bug,Poison
venomoth_27,Bug,Poison
venomoth_28,Bug,Poison
venomoth_29,Bug,Poison
venomoth_30,Bug,Poison
venomoth_31,Bug,Poison
venomoth_32,Bug,Poison
venomoth_33,Bug,Poison
venomoth_34,Bug,Poison
venomoth_35,Bug,Poison
venomoth_36,Bug,Poison
venomoth_37,Bug,Poison
venomoth_38,Bug,Poison
venomoth_39,Bug,Poison
venomoth_40,Bug,Poison
venomoth_41,Bug,Poison
venomoth_42,Bug,Poison
venomoth_43,Bug,Poison
venomoth_44,Bug,Poison
venomoth_45,Bug,Poison
venomoth_46,Bug,Poison
venomoth_47,Bug,Poison
venomoth_48,Bug,Poison
venomoth_49,Bug,Poison
venomoth_50,Bug,Poison
venomoth_51,Bug,Poison
venomoth_52,Bug,Poison
venomoth_53,Bug,Poison
dratini_1,Dragon,
dratini_2,Dragon,
dratini_3,Dragon,
dratini_4,Dragon,
dratini_5,Dragon,
dratini_6,Dragon,
dratini_7,Dragon,
dratini_8,Dragon,
dratini_9,Dragon,
dratini_10,Dragon,
dratini_11,Dragon,
dratini_12,Dragon,
dratini_13,Dragon,
dratini_14,Dragon,
dratini_15,Dragon,
dratini_16,Dragon,
dratini_17,Dragon,
dratini_18,Dragon,
dratini_19,Dragon,
dratini_20,Dragon,
dratini_21,Dragon,
dratini_22,Dragon,
dratini_23,Dragon,
dratini_24,Dragon,
dratini_25,Dragon,
dratini_26,Dragon,
cubone_1,Ground,
cubone_2,Ground,
cubone_3,Ground,
cubone_4,Ground,
cubone_5,Ground,
cubone_6,Ground,
cubone_7,Ground,
cubone_8,Ground,
cubone_9,Ground,
cubone_10,Ground,
cubone_11,Ground,
cubone_12,Ground,
cubone_13,Ground,
cubone_14,Ground,
cubone_15,Ground,
cubone_16,Ground,
cubone_17,Ground,
cubone_18,Ground,
cubone_19,Ground,
cubone_20,Ground,
cubone_21,Ground,
cubone_22,Ground,
cubone_23,Ground,
cubone_24,Ground,
cubone_25,Ground,
cubone_26,Ground,
cubone_27,Ground,
cubone_28,Ground,
cubone_29,Ground,
cubone_30,Ground,
cubone_31,Ground,
cubone_32,Ground,
cubone_33,Ground,
cubone_34,Ground,
cubone_35,Ground,
cubone_36,Ground,
cubone_37,Ground,
cubone_38,Ground,
cubone_39,Ground,
cubone_40,Ground,
rhydon_1,Ground,Rock
rhydon_2,Ground,Rock
rhydon_3,Ground,Rock
rhydon_4,Ground,Rock
rhydon_5,Ground,Rock
rhydon_6,Ground,Rock
rhydon_7,Ground,Rock
rhydon_8,Ground,Rock
rhydon_9,Ground,Rock
rhydon_10,Ground,Rock
rhydon_11,Ground,Rock
rhydon_12,Ground,Rock
rhydon_13,Ground,Rock
rhydon_14,Ground,Rock
rhydon_15,Ground,Rock
rhydon_16,Ground,Rock
rhydon_17,Ground,Rock
rhydon_18,Ground,Rock
rhydon_19,Ground,Rock
rhydon_20,Ground,Rock
rhydon_21,Ground,Rock
rhydon_22,Ground,Rock
rhydon_23,Ground,Rock
rhydon_24,Ground,Rock
rhydon_25,Ground,Rock
rhydon_26,Ground,Rock
rhydon_27,Ground,Rock
rhydon_28,Ground,Rock
rhydon_29,Ground,Rock
rhydon_30,Ground,Rock
rhydon_31,Ground,Rock
rhydon_32,Ground,Rock
rhydon_33,Ground,Rock
rhydon_34,Ground,Rock
rhydon_35,Ground,Rock
rhydon_36,Ground,Rock
rhydon_37,Ground,Rock
rhydon_38,Ground,Rock
rhydon_39,Ground,Rock
rhydon_40,Ground,Rock
rhydon_41,Ground,Rock
rhydon_42,Ground,Rock
rhydon_43,Ground,Rock
rhydon_44,Ground,Rock
rhydon_45,Ground,Rock
rhydon_46,Ground,Rock
rhydon_47,Ground,Rock
rhydon_48,Ground,Rock
rhydon_49,Ground,Rock
rhydon_50,Ground,Rock
dragonite_1,Dragon,Flying
dragonite_2,Dragon,Flying
dragonite_3,Dragon,Flying
dragonite_4,Dragon,Flying
dragonite_5,Dragon,Flying
dragonite_6,Dragon,Flying
dragonite_7,Dragon,Flying
dragonite_8,Dragon,Flying
dragonite_9,Dragon,Flying
dragonite_10,Dragon,Flying
dragonite_11,Dragon,Flying
dragonite_12,Dragon,Flying
dragonite_13,Dragon,Flying
dragonite_14,Dragon,Flying
dragonite_15,Dragon,Flying
dragonite_16,Dragon,Flying
dragonite_17,Dragon,Flying
dragonite_18,Dragon,Flying
dragonite_19,Dragon,Flying
dragonite_20,Dragon,Flying
dragonite_21,Dragon,Flying
dragonite_22,Dragon,Flying
dragonite_23,Dragon,Flying
dragonite_24,Dragon,Flying
dragonite_25,Dragon,Flying
dragonite_26,Dragon,Flying
dragonite_27,Dragon,Flying
dragonite_28,Dragon,Flying
dragonite_29,Dragon,Flying
dragonite_30,Dragon,Flying
dragonite_31,Dragon,Flying
dragonite_32,Dragon,Flying
dragonite_33,Dragon,Flying
dragonite_34,Dragon,Flying
dragonite_35,Dragon,Flying
dragonite_36,Dragon,Flying
dragonite_37,Dragon,Flying
dragonite_38,Dragon,Flying
dragonite_39,Dragon,Flying
dragonite_40,Dragon,Flying
dragonite_41,Dragon,Flying
dragonite_42,Dragon,Flying
dragonite_43,Dragon,Flying
dragonite_44,Dragon,Flying
dragonite_45,Dragon,Flying
dragonite_46,Dragon,Flying
dragonite_47,Dragon,Flying
dragonite_48,Dragon,Flying
nidorino_1,Poison,
nidorino_2,Poison,
nidorino_3,Poison,
nidorino_4,Poison,
nidorino_5,Poison,
nidorino_6,Poison,
nidorino_7,Poison,
nidorino_8,Poison,
nidorino_9,Poison,
nidorino_10,Poison,
nidorino_11,Poison,
nidorino_12,Poison,
nidorino_13,Poison,
nidorino_14,Poison,
nidorino_15,Poison,
nidorino_16,Poison,
nidorino_17,Poison,
nidorino_18,Poison,
nidorino_19,Poison,
nidorino_20,Poison,
nidorino_21,Poison,
nidorino_22,Poison,
nidorino_23,Poison,
nidorino_24,Poison,
nidorino_25,Poison,
nidorino_26,Poison,
nidorino_27,Poison,
nidorino_28,Poison,
nidorino_29,Poison,
nidorino_30,Poison,
nidorino_31,Poison,
nidorino_32,Poison,
nidorino_33,Poison,
nidorino_34,Poison,
nidorino_35,Poison,
nidorino_36,Poison,
nidorino_37,Poison,
nidorino_38,Poison,
nidorino_39,Poison,
nidorino_40,Poison,
nidorino_41,Poison,
nidorino_42,Poison,
nidorino_43,Poison,
nidorino_44,Poison,
nidorino_45,Poison,
nidorino_46,Poison,
nidorino_47,Poison,
nidorino_48,Poison,
nidorino_49,Poison,
nidorino_50,Poison,
nidorino_51,Poison,
lickitung_1,Normal,
lickitung_2,Normal,
lickitung_3,Normal,
lickitung_4,Normal,
lickitung_5,Normal,
lickitung_6,Normal,
lickitung_7,Normal,
lickitung_8,Normal,
lickitung_9,Normal,
lickitung_10,Normal,
lickitung_11,Normal,
lickitung_12,Normal,
lickitung_13,Normal,
lickitung_14,Normal,
lickitung_15,Normal,
lickitung_16,Normal,
lickitung_17,Normal,
lickitung_18,Normal,
lickitung_19,Normal,
lickitung_20,Normal,
lickitung_21,Normal,
lickitung_22,Normal,
lickitung_23,Normal,
lickitung_24,Normal,
lickitung_25,Normal,
lickitung_26,Normal,
lickitung_27,Normal,
lickitung_28,Normal,
lickitung_29,Normal,
lickitung_30,Normal,
lickitung_31,Normal,
lickitung_32,Normal,
lickitung_33,Normal,
lickitung_34,Normal,
lickitung_35,Normal,
lickitung_36,Normal,
lickitung_37,Normal,
lickitung_38,Normal,
lickitung_39,Normal,
lickitung_40,Normal,
lickitung_41,Normal,
lickitung_42,Normal,
lickitung_43,Normal,
lickitung_44,Normal,
lickitung_45,Normal,
lickitung_46,Normal,
lickitung_47,Normal,
lickitung_48,Normal,
nidorina_1,Poison,
nidorina_2,Poison,
nidorina_3,Poison,
nidorina_4,Poison,
nidorina_5,Poison,
nidorina_6,Poison,
nidorina_7,Poison,
nidorina_8,Poison,
nidorina_9,Poison,
nidorina_10,Poison,
nidorina_11,Poison,
nidorina_12,Poison,
nidorina_13,Poison,
nidorina_14,Poison,
nidorina_15,Poison,
nidorina_16,Poison,
nidorina_17,Poison,
nidorina_18,Poison,
nidorina_19,Poison,
nidorina_20,Poison,
nidorina_21,Poison,
nidorina_22,Poison,
nidorina_23,Poison,
nidorina_24,Poison,
nidorina_25,Poison,
nidorina_26,Poison,
nidorina_27,Poison,
nidorina_28,Poison,
nidorina_29,Poison,
nidorina_30,Poison,
nidorina_31,Poison,
nidorina_32,Poison,
nidorina_33,Poison,
nidorina_34,Poison,
nidorina_35,Poison,
nidorina_36,Poison,
nidorina_37,Poison,
nidorina_38,Poison,
nidorina_39,Poison,
nidorina_40,Poison,
nidorina_41,Poison,
charizard_1,Fire,Flying
charizard_2,Fire,Flying
charizard_3,Fire,Flying
charizard_4,Fire,Flying
charizard_5,Fire,Flying
charizard_6,Fire,Flying
charizard_7,Fire,Flying
charizard_8,Fire,Flying
charizard_9,Fire,Flying
charizard_10,Fire,Flying
charizard_11,Fire,Flying
charizard_12,Fire,Flying
charizard_13,Fire,Flying
charizard_14,Fire,Flying
charizard_15,Fire,Flying
charizard_16,Fire,Flying
charizard_17,Fire,Flying
charizard_18,Fire,Flying
charizard_19,Fire,Flying
charizard_20,Fire,Flying
charizard_21,Fire,Flying
charizard_22,Fire,Flying
charizard_23,Fire,Flying
charizard_24,Fire,Flying
charizard_25,Fire,Flying
charizard_26,Fire,Flying
charizard_27,Fire,Flying
charizard_28,Fire,Flying
charizard_29,Fire,Flying
charizard_30,Fire,Flying
charizard_31,Fire,Flying
charizard_32,Fire,Flying
charizard_33,Fire,Flying
charizard_34,Fire,Flying
charizard_35,Fire,Flying
poliwhirl_1,Water,
poliwhirl_2,Water,
poliwhirl_3,Water,
poliwhirl_4,Water,
poliwhirl_5,Water,
poliwhirl_6,Water,
poliwhirl_7,Water,
poliwhirl_8,Water,
poliwhirl_9,Water,
poliwhirl_10,Water,
poliwhirl_11,Water,
poliwhirl_12,Water,
